1.192450558881264083e-01 4.924767243016888764e-03 1.431678889160163670e-01 2.016774710326832976e-01 2.695749350038419145e-03 1.404343757951574852e-02 3.711441687036431264e-02 4.482678359421075204e-02 2.491087760804333931e-02 4.427089216292418028e-02
3.639546330334306190e-02 7.313927017373607342e-02 7.599135746079004050e-02 1.563135365575208128e-03 9.314479177955227451e-02 1.985478277022480577e-04 7.667646143809251150e-04 1.661284579175680565e-01 1.067682882079585699e-01 1.687455424020874173e-02
9.050817399126934171e-02 7.810783708428756592e-04 7.280083680398378998e-02 8.208592164004041916e-03 8.955327625361415855e-02 5.026398662080039381e-02 6.014537076548327060e-02 1.236897097127147944e-03 5.320759293138875579e-02 2.507059673474326122e-01
3.873537215538603445e-02 3.557111757148613551e-02 1.482884698256689213e-02 9.293601018982100559e-02 2.881437027766368605e-02 6.546976353738866161e-02 5.398292777285624428e-02 5.504285206428526653e-04 2.598572352085810055e-01 1.559903877868673919e-02
1.024464039988603158e-02 3.144932948038952486e-02 1.259825942206631408e-04 1.770934511818215290e-02 3.486546710606990441e-03 2.446335371305521575e-02 1.670515343815536791e-01 9.357203657002871600e-02 9.700859547045789788e-02 4.311936681221502365e-02
1.341940370098871349e-01 9.548085076603959886e-02 1.346535667681710013e-01 4.159163558200584289e-03 6.386018062491789771e-02 2.488064469721475158e-02 1.503182339091999054e-01 1.819947365756736934e-02 1.077877122370852862e-02 3.449012552727390764e-03
4.321349770438439111e-03 1.902009856199967097e-01 8.917121206457238533e-03 8.819917671320026686e-02 1.515212468249814252e-02 3.043032697328480751e-03 2.163283623190478608e-02 2.220170426163464369e-02 1.027619705292501066e-02 6.351101383628528219e-02
2.915871262904836878e-02 6.875795334575061923e-02 8.839049570670817757e-03 1.070138045825840545e-01 2.433634953152342406e-01 6.583251573645650112e-02 8.915663234097136527e-03 2.313973763232765601e-02 1.700317963526933041e-02 2.832877899032298225e-02
1.259859616542317318e-01 4.610225632980687049e-02 4.279578497766581974e-02 1.374843071493251669e-02 1.309630400423025462e-02 2.191429538444312763e-01 1.235129251581725462e-03 2.305048707552339107e-02 1.565894286546089991e-03 4.888082677304894652e-02
8.560789608776797274e-03 1.704029335272961090e-02 1.340385253809464605e-02 6.295356213037824056e-02 2.495490105977791681e-02 1.532464726379457742e-01 8.310527179045151813e-02 1.527016617401832088e-01 9.097851206175924105e-03 4.388906738254064882e-02
