5.375206676747760204e-01 6.072253586045800455e-01 9.346828294669340398e-01 2.874268638987254598e-01 3.611166942639924549e-01 2.777302865798425557e-01 2.824278295127153338e-01 2.128983776313354559e-01 8.489360643058923017e-01 6.579202417342834286e-01
5.641519369340114443e-01 6.662452041778865741e-01 6.350276143018194208e-01 5.185102801577206461e-02 8.091250176321784782e-01 2.636103484651511342e-01 6.707973415361074832e-01 2.690052404346338633e-01 4.589149009355519837e-01 5.784473725094485541e-01
5.362687057871475815e-01 6.530993329675023329e-01 7.169019865792016777e-01 3.345208843953632050e-01 6.688129764200265726e-01 6.381681028991590399e-01 4.032836828776006355e-01 5.774066436813988235e-01 4.996863963798288677e-01 1.289562154603999811e-01
4.927662909063703078e-01 9.975780335845473024e-03 1.334084571837127753e-01 1.156255886272872679e+00 3.918694425052253183e-01 7.756528803862506871e-01 1.327215013881873462e+00 1.387294805954055743e-01 3.124491368026336979e-01 9.972676254616619218e-01
6.761667476563659740e-01 2.321823895070705968e-01 8.555259997844975040e-01 5.564034500206573863e-01 1.728634068920219258e-01 7.512747852013635930e-01 1.871066075572511977e-01 6.812962236886618284e-01 3.714282373051580044e-01 8.028570268604670046e-01
7.491882203813932106e-02 1.055050370186799036e+00 5.063959938067436051e-02 5.252632722060840420e-01 8.377300907242892780e-01 8.977135627209066604e-02 7.306359559956617789e-01 3.450461667906321583e-01 9.533068429357948181e-01 2.336506668028281164e-01
4.504299135390743003e-01 9.314394301519444974e-02 7.119402574894245772e-01 1.098585310304900586e+00 5.816005938928075006e-03 1.016870530324248900e+00 5.447464338010998830e-01 4.198644505068838684e-01 7.919143260625606251e-01 5.553840001580723218e-01
6.849273460616231990e-01 2.817888578642779862e-01 1.358188525008728886e+00 3.220584439380610453e-01 3.143999034236352186e-01 5.138147675778665935e-01 5.125756769860998485e-01 1.956269771936377522e-01 8.125247542989511018e-01 3.205723837480245475e-01
4.249717499861788705e-01 6.336923571851420522e-01 3.484226932934041399e-01 3.195985220169577090e-01 6.864650047376271713e-01 9.189880195756187919e-02 8.155102791605801649e-01 1.808374711087053499e-01 5.644811604858970266e-01 9.028498250561537430e-01
7.976360967331693752e-01 6.734244345532075515e-01 8.078375768286596426e-01 1.016659569367288699e-02 7.380680822231636684e-01 4.319778827474116123e-01 2.415253265437946606e-01 5.426617926094906563e-01 1.203746573434424094e-01 5.679218775645135109e-01
4.869657178654926977e-01 4.128725788284217102e-01 3.138194881389001489e-01 9.385205460743200057e-01 7.989449102045346196e-01 9.396361391038244859e-01 1.283662756433405328e+00 8.253177825771232379e-02 4.498680443693962583e-01 1.803511581363456684e-02
2.861490891821444893e-01 2.244403597660089567e-01 4.260210392077998232e-01 8.938150234691929485e-01 2.062058259714895092e-01 5.423222398560716417e-01 8.428031199025222131e-01 2.757404159718266357e-01 8.695101464478000031e-01 8.547356793221411175e-01
5.885641829577893391e-01 3.403541882671309859e-01 6.088758921603539820e-01 5.062470390436681900e-01 5.303963078604863046e-01 6.526761431119657564e-01 6.501890967627093065e-01 5.401901809623722572e-01 3.197453116858944289e-01 5.686350056685584020e-01
2.361364452720167428e-01 3.829304739129396062e-01 1.955989126821896795e-01 6.389968269984660498e-01 3.762985159031764781e-01 6.517868754354018135e-01 4.589643407743456693e-01 9.698206487507050610e-01 5.112756154458516500e-01 7.510725782226639335e-01
4.656546844304591537e-01 5.912780748136948761e-01 9.917599135853305548e-01 5.955841894569554595e-01 2.920594835620738405e-01 7.507171858284953370e-01 2.235235303176876243e-01 3.025365561289350969e-01 1.018080467734628680e+00 8.605522626086178906e-02
3.657261458645641450e-01 6.576869818405819412e-01 6.713964041150560780e-01 1.683335662725707893e-01 4.506112913527236530e-01 4.654133398821009293e-01 2.369140519846827178e-02 9.365876124379274303e-01 6.513716352866841808e-01 4.846727839147416117e-01
6.110094930753809939e-01 3.233653988766569953e-01 1.192434645550840333e+00 4.297097400327385408e-01 2.206142094978379709e-01 8.447734903535756290e-01 1.369847873264329607e-01 6.303215136069852953e-01 7.168758840610824912e-01 2.245804317583910414e-01
2.129085112866680451e-01 6.051353552092704202e-01 8.499851367726003470e-01 2.749718354256025510e-01 4.224789558169316228e-01 5.471738371121619426e-01 2.130489252546854950e-01 8.646854045963623392e-01 1.031417246095543527e+00 2.258495239486889641e-02
1.531492310178867167e-01 8.582836667114650542e-01 2.183112006333536859e-01 4.491843845011536107e-01 5.827149123905402961e-01 4.059777276483432784e-01 3.439989120292250568e-01 6.092498485718679246e-01 8.654508846941525446e-01 4.521777632828432036e-01
2.498657599569891197e-01 9.360295390810360328e-01 2.539198839987850606e-02 6.804630350087856883e-01 5.411267843739847594e-01 4.738738536709673488e-01 2.968092541596251688e-01 3.835485412632708146e-01 7.392992833523402973e-01 6.772884685679376737e-01
4.516781039826823219e-01 8.739873609688343370e-01 3.959779220443898629e-01 2.872127882506737007e-01 7.882098957381636906e-01 3.974025239503407581e-01 5.076121849280601506e-01 2.645186198487035623e-01 5.792400731888600607e-01 4.437385808719966351e-01
3.725591158185301288e-01 3.825785305999849784e-01 4.241004949412615632e-01 7.592985561290964691e-01 3.921590786862932942e-01 9.349881800140122934e-01 4.431189320715654967e-01 8.298712445617568711e-01 5.119190056112272735e-01 3.458579760228269739e-01
2.510292220969520538e-01 2.534454751432865804e-01 1.688644699324827469e-01 8.353686025756411615e-01 3.027030911376751288e-01 6.484841888095080886e-01 6.879128564150562841e-01 7.551964395607646541e-01 5.493743095021487166e-01 8.720257834996671953e-01
7.912303785714371873e-01 6.126074088584466670e-01 7.306206715891924164e-01 1.429667153405030089e-02 6.672629824836094903e-01 1.284694337542161280e-01 3.498538859764474540e-01 4.342874130983684355e-01 1.117845634313308772e-01 9.820101573078668933e-01
3.809071297989440885e-01 1.784140868951842596e-01 1.579601966423177517e-01 9.264803114537470963e-01 4.495891149388301367e-01 1.049892325865843024e+00 7.519308936803644761e-01 9.360279248807786834e-01 2.181609980875806598e-01 5.076232216622595939e-01
3.155527628649868466e-01 5.326852459934636741e-01 2.902451512830248603e-01 7.528976929015175346e-01 5.659768792027698447e-01 8.080160521919593775e-01 6.581032049394970329e-01 5.915254777411720344e-01 5.980371788617785400e-01 2.562235875223795589e-01
4.112020412989660367e-01 2.119322832898285214e-01 4.416646200468035133e-01 8.780857527686991570e-01 2.194006325643521604e-01 7.944928836952624973e-01 5.767254576574109004e-01 6.196225669018098348e-01 5.480368192465155941e-01 7.430503986552411400e-01
4.350015191112344137e-01 3.614712929163096944e-01 3.533913990050429610e-01 7.163974545305361596e-01 3.196082733052966196e-01 8.569635863443985091e-01 3.116777788569608520e-01 8.656801320422582435e-01 3.676213817774272585e-01 7.074141202225003866e-01
7.308527716210714287e-01 1.894388298749453969e-01 1.047547786864211572e+00 1.716723605579555390e-01 4.056680993887237241e-01 4.671139182826648528e-01 4.905223601665670841e-01 5.745964539777654867e-01 3.245976163501320122e-01 7.630162514189239298e-01
4.235892908143350510e-01 4.980852948755498666e-01 7.470558417435363419e-01 1.550515732621129961e-01 5.559120420048179190e-01 4.670318835734386109e-01 3.859138752306985887e-01 8.042898914906939645e-01 5.742104802272782749e-01 4.059962897523698988e-01
2.436586072217913901e-01 7.174195143774910743e-01 8.482967863385186547e-02 6.488360467543031751e-01 7.236728154478605513e-01 5.396372355544476473e-01 7.413493756869472540e-01 5.140873462633223090e-01 6.013934130685776314e-01 3.645928718004341484e-01
3.672794871762788960e-01 4.955473181032247765e-01 4.237521447084332538e-01 5.437344512193453827e-01 4.199304187461332383e-01 6.253524409854296362e-01 3.463453621795897774e-01 8.033384832478002169e-01 5.313104420183707433e-01 5.874933359892894336e-01
4.676927376766368272e-01 4.893012244534042376e-01 5.318894057012865106e-01 5.039333925836545491e-01 5.253642805568137231e-01 8.553219429484921754e-01 3.213573665129093593e-01 8.940698957813489889e-01 3.783270714719782490e-01 2.814629946044397979e-01
1.756430708393255102e-01 6.140320106668145650e-01 2.398829157400173551e-01 9.297320980096415166e-01 5.295428308734438927e-01 6.015535369760749429e-01 9.496366088073419087e-01 7.218701055521367649e-02 1.032168647663296968e+00 2.815255875871342517e-01
3.756663927790226953e-01 6.656178460594398549e-01 3.647469678300968576e-01 5.332315912489571375e-01 5.094731450610560097e-01 6.767995833739688383e-01 2.552143334121015905e-01 7.436098520228440201e-01 5.338401063597060237e-01 4.544556247439380248e-01
5.129796585996845293e-01 2.373930192231862857e-01 8.548956915884524665e-01 5.950329719103412129e-01 3.187964997637875858e-02 1.086125387347059573e-01 5.621695776540390765e-01 3.423882970151367888e-02 9.045339247942777439e-01 1.303988487479844860e+00
