2.740324285922350334e-01 5.269213562764988312e-01 5.576786308134753511e-01 4.280044522585585987e-01 3.520019261253341525e-01 1.205218802792661581e+00 9.212958965289830271e-01 2.740365850540912307e-01 4.117868224457915116e-01 8.320791740356354715e-01
6.800354720358732230e-01 1.503152126071015893e+00 2.048476357942735061e-44 1.455483151727712532e-01 2.173895107473987482e-34 4.717817718851545217e-01 8.391077174823847740e-01 2.487584941310559683e-01 8.074592080035030150e-01 7.759283982013225334e-01
9.858644429695847533e-01 1.250020177140748867e+00 3.835977804588040496e-01 3.907589303272318015e-01 1.124201534011742387e+00 2.192119906700706611e-01 5.870598165576210170e-04 1.651137535404535173e-01 8.546763274841986946e-02 9.855453984286447477e-01
8.118919757827024464e-01 1.756988187446753225e+00 7.941855735836126362e-01 1.385167469653535988e-01 4.965095738787083657e-01 4.809680862810792878e-01 9.857091474402177034e-02 6.545956926320826152e-01 1.110263126538134776e-01 2.688537549779913549e-01
1.348028420745695259e-04 2.697041946256275367e-18 8.016567799834133368e-01 6.292299965485140256e-02 2.245568072337213561e+00 3.147742053517106897e-01 1.185436133977049115e-41 7.735182952896259012e-01 2.183214444907274898e-01 7.509711194091108766e-01
3.361045271698296366e-01 4.077051153265725397e-02 1.090856148990223984e+00 8.407248486285300304e-01 5.786325361490339825e-01 1.212879995194603433e+00 4.483907697163711514e-01 1.577807677678022547e-01 2.490725681620330756e-01 5.934939781141230775e-01
7.128379372161616767e-02 1.614160889001865051e+00 3.515453929027609337e-01 3.648233314564526264e-01 5.835434983187532954e-01 9.707338517743982487e-02 1.873443463258601394e-01 3.261788307046696866e-01 7.310507253056736099e-01 9.021208698655925895e-01
2.803748879467817812e-01 2.064815164697405110e-09 3.622417281990345517e-01 9.150942799362650204e-01 2.886144296067526538e-01 1.696984959375821056e+00 2.821442496999821564e-08 2.200894158809621470e-01 1.440950252205031590e-01 6.481064794100559467e-01
5.473370016099643465e-01 1.837780237159325258e+00 5.957938975167945683e-01 6.957190035633417091e-01 4.045307986444173776e-01 3.329319265796389926e-01 7.688157351493991876e-02 3.317151160212146177e-01 5.636936297407090235e-01 7.794160962964197248e-02
3.131436831710942791e-07 7.119625596589003556e-32 3.362529271307587719e-02 3.755328442322551918e-01 8.337235838464367443e-01 1.297947497190158062e-01 7.708196821905169971e-01 2.160086417499857081e+00 2.116151602286143463e-01 1.803058615478816407e-01
3.606589820458304674e-01 1.643172784045185297e+00 4.341462757473984468e-01 4.697931077261250921e-01 7.244674682221745599e-01 2.497890985242820796e-07 2.890426035692073570e-01 6.081336686089959809e-01 1.606506444299254655e-01 7.386490865203195755e-01
1.075431295751047678e+00 1.876901112262867373e-14 8.853367172006166852e-01 3.753399261132017717e-01 6.481522248590311230e-01 9.446071373810857041e-01 1.036462210917106885e+00 3.419425658136061585e-01 1.262332907026505469e-01 6.479307864660257543e-01
4.575953912219517528e-01 9.146096346958811907e-01 3.104951688547280879e-15 5.741582225996063604e-01 6.151793276759220941e-01 1.135267017534172140e+00 2.533457484089850498e-01 5.573689319933523567e-01 4.222907819471405366e-01 4.461073024272179666e-01
7.128379372161616767e-02 1.614160889001865051e+00 3.515453929027609337e-01 3.648233314564526264e-01 5.835434983187532954e-01 9.707338517743981099e-02 1.873443463258601394e-01 3.261788307046697422e-01 7.310507253056737209e-01 9.021208698655923675e-01
1.473840434743515893e+00 4.551135003093518816e-01 7.759228951502451510e-01 5.034363175043514715e-01 3.883027519898237245e-01 8.271540382274727987e-01 1.522254357642790456e-40 2.219113294973579786e-01 7.019298191855163349e-01 3.335552622950107571e-01
